PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
040067,01-OCT-15,30-SEP-16,As Submitted,23191950,14224071,31364238
040118,01-OCT-15,30-SEP-16,As Submitted,147369729,376332421,410768890
040119,01-OCT-15,30-SEP-16,As Submitted,133123066,214896338,342811507
040134,01-OCT-15,30-SEP-16,As Submitted,139544626,217857040,313058889
040152,01-JAN-16,31-MAR-16,As Submitted,7683370,8391317,12993484
040153,01-OCT-15,30-SEP-16,As Submitted,13634699,22201119,41709723
041307,01-OCT-15,30-SEP-16,As Submitted,,3724335,16705619
041310,01-OCT-15,30-SEP-16,As Submitted,,12989342,32543900
041311,01-OCT-15,30-SEP-16,As Submitted,,6845195,38316736
041319,01-OCT-15,30-SEP-16,As Submitted,10164031,8117141,14606019
041323,01-OCT-15,30-SEP-16,As Submitted,26780458,15225574,39894218
041327,01-OCT-15,30-SEP-16,As Submitted,19213368,11720999,28564230
042011,01-OCT-15,30-SEP-16,As Submitted,6979017,27287861,
043034,01-NOV-15,31-OCT-16,As Submitted,3393403,5128093,
050002,01-OCT-15,30-SEP-16,As Submitted,127058547,478063463,183944936
050007,01-JAN-16,31-JUL-16,As Submitted,258169058,483298619,432706540
050026,01-OCT-15,30-SEP-16,As Submitted,633284532,2099011761,1510630731
050077,01-OCT-15,30-SEP-16,As Submitted,564353701,2327844132,788878104
050100,01-OCT-15,30-SEP-16,As Submitted,816635053,2743967713,1793258836
050146,01-OCT-15,30-SEP-16,As Submitted,,1509936328,1681392053
050189,01-OCT-15,30-SEP-16,As Submitted,60317064,77525356,129987966
050222,01-OCT-15,30-SEP-16,As Submitted,335018329,1208358423,668876979
050234,01-OCT-15,30-SEP-16,As Submitted,85994211,185356532,135370140
050272,01-OCT-15,30-SEP-16,As Submitted,193631342,703391896,527301404
050324,01-OCT-15,30-SEP-16,As Submitted,502074228,1904886802,748626072
050424,01-OCT-15,30-SEP-16,As Submitted,283863708,1055846019,561094924
050488,01-JAN-16,31-MAY-16,As Submitted,118019073,308203530,192048666
050503,01-OCT-15,30-SEP-16,As Submitted,220517041,766907928,310269964
050624,01-OCT-15,30-SEP-16,As Submitted,288502570,827029961,586814396
050714,01-JAN-16,31-JUL-16,As Submitted,34566167,34401376,65893393
050740,01-JAN-16,30-JUN-16,As Submitted,53483703,141873176,71763470
050744,01-APR-16,31-AUG-16,As Submitted,30463544,76968621,39556372
050745,01-APR-16,31-AUG-16,As Submitted,20168865,69036491,23488329
050746,01-APR-16,31-AUG-16,As Submitted,67675869,279516326,115654418
050747,01-APR-16,31-AUG-16,As Submitted,24980273,87576205,43271757
050754,01-JAN-16,31-JUL-16,As Submitted,7923558,6068065,22100997
050781,17-DEC-15,30-JUN-16,As Submitted,16699017,36079901,7960802
053300,01-OCT-15,30-SEP-16,As Submitted,,1039874026,519195844
054145,01-OCT-15,30-SEP-16,As Submitted,70240564,229654901,132272163
060034,01-OCT-15,30-SEP-16,As Submitted,368288096,2055162246,1294506858
060049,01-OCT-15,30-SEP-16,As Submitted,72525492,44364696,84677472
060054,01-MAY-16,31-DEC-16,As Submitted,55946603,61819126,126237545
062011,01-OCT-15,30-SEP-16,As Submitted,83513877,154451885,13286475
062015,01-OCT-15,31-MAY-16,As Submitted,7163795,23415897,
062016,01-FEB-16,31-MAY-16,As Submitted,3026318,9490201,
064025,01-JAN-16,01-FEB-16,As Submitted,505492,344400,
070002,01-OCT-15,30-SEP-16,As Submitted,633871467,1244252254,1000524940
070004,01-OCT-15,30-SEP-16,As Submitted,46834039,49918841,92732765
070005,01-OCT-15,30-SEP-16,As Submitted,180367059,501559788,404561657
070006,01-OCT-15,30-SEP-16,As Submitted,374193216,660809502,1292287846
070007,01-OCT-15,30-SEP-16,As Submitted,320262532,299306701,544544497
070008,01-OCT-15,30-DEC-15,As Submitted,17161212,14147414,27365818
070008,31-DEC-15,30-SEP-16,As Submitted,48854919,41537380,81799777
070010,01-OCT-15,30-SEP-16,As Submitted,391938283,851452842,820427388
070011,01-OCT-15,30-SEP-16,As Submitted,111551641,92463729,166373528
070012,01-OCT-15,30-SEP-16,As Submitted,73638927,97632050,154480517
070016,01-OCT-15,30-SEP-16,As Submitted,227050702,310561655,505242783
070017,01-OCT-15,30-SEP-16,As Submitted,192593763,218249541,321426121
070018,01-OCT-15,30-SEP-16,As Submitted,302901782,462478337,675259273
070019,01-OCT-15,30-SEP-16,As Submitted,61789520,102902552,86150510
070021,01-OCT-15,30-SEP-16,As Submitted,78624277,36886055,132625681
070022,01-OCT-15,30-SEP-16,As Submitted,2308006226,4658977245,4170539299
070024,01-OCT-15,30-SEP-16,As Submitted,259115111,236259684,506203983
070025,01-OCT-15,30-SEP-16,As Submitted,858807530,1684291484,981309280
070027,01-OCT-15,30-SEP-16,As Submitted,160233962,257195687,414500099
070028,01-OCT-15,30-SEP-16,As Submitted,397255277,803280913,547872056
070031,01-OCT-15,30-SEP-16,As Submitted,133489891,234702124,304906759
070033,01-OCT-15,30-SEP-16,As Submitted,502521771,689795145,837767846
070034,01-OCT-15,30-SEP-16,As Submitted,304344163,451315712,494570515
070035,01-OCT-15,30-SEP-16,As Submitted,329161072,365869748,480418258
070039,01-OCT-15,30-SEP-16,As Submitted,65630314,92604808,2909537
072003,01-OCT-15,30-SEP-16,As Submitted,67317357,154152844,22435685
073025,01-OCT-15,30-SEP-16,As Submitted,38323479,44491006,74835826
073300,01-OCT-15,30-SEP-16,As Submitted,,423161297,303821874
083026,01-OCT-15,30-SEP-16,Amended,13566280,22822617,
090008,01-OCT-15,30-SEP-16,As Submitted,101783045,154780681,146283198
100002,01-OCT-15,30-SEP-16,As Submitted,308763133,1020617167,657465523
100006,01-OCT-15,30-SEP-16,As Submitted,1450421036,5198350798,3668560197
100008,01-OCT-15,30-SEP-16,As Submitted,829002862,2347130239,1358831819
100012,01-OCT-15,30-SEP-16,As Submitted,709194994,2033252090,1441282523
100014,01-OCT-15,31-MAR-16,As Submitted,45610352,65924701,90555766
100017,01-OCT-15,30-SEP-16,As Submitted,385481455,890031303,686691783
100018,01-OCT-15,30-SEP-16,As Submitted,413918902,1100425054,876389516
100019,01-OCT-15,30-SEP-16,As Submitted,515542623,1494498145,747578681
100022,01-OCT-15,30-SEP-16,As Submitted,1510171669,3713615427,1297553014
100028,01-OCT-15,30-SEP-16,As Submitted,139633615,236996207,366498036
100030,01-OCT-15,30-SEP-16,As Submitted,153199767,516889390,394272072
100032,01-OCT-15,30-SEP-16,As Submitted,227486347,1422606854,512203576
100044,01-OCT-15,30-SEP-16,As Submitted,406620237,1325698031,1244450643
100047,01-OCT-15,30-SEP-16,As Submitted,56253810,325138999,200981968
100048,01-OCT-15,30-SEP-16,As Submitted,10714020,13058101,37687681
100049,01-OCT-15,30-SEP-16,As Submitted,48881173,183063019,233711784
100051,01-OCT-15,30-SEP-16,As Submitted,138951927,475571373,505376361
100062,01-OCT-15,30-SEP-16,As Submitted,244763195,984241940,735023268
100071,01-OCT-15,30-SEP-16,As Submitted,106736784,819698451,682920151
100081,01-OCT-15,30-SEP-16,As Submitted,9118488,9025835,21257715
100087,01-OCT-15,30-SEP-16,As Submitted,566639323,1736300439,1242391067
100088,01-OCT-15,30-SEP-16,As Submitted,897163468,2603099633,1819663264
100090,01-OCT-15,30-SEP-16,As Submitted,226206545,627308087,416614031
100092,01-OCT-15,30-SEP-16,As Submitted,153090798,725174165,654931906
100093,01-OCT-15,30-SEP-16,As Submitted,254151481,766123236,847069908
100105,01-OCT-15,30-SEP-16,As Submitted,205742909,309519076,248082972
100107,01-JAN-16,31-JAN-16,As Submitted,3194064,10925287,19042770
100117,01-OCT-15,30-SEP-16,As Submitted,105257618,287696988,291436889
100121,01-OCT-15,31-DEC-15,As Submitted,10320315,32354738,46932751
100125,01-OCT-15,30-SEP-16,As Submitted,203200894,481836293,491367737
100126,01-OCT-15,30-SEP-16,As Submitted,82347789,587016108,314334866
100128,01-OCT-15,30-SEP-16,As Submitted,1024027706,4152381074,1930168285
100130,01-OCT-15,30-SEP-16,As Submitted,38451564,61671197,65678458
100134,01-OCT-15,30-SEP-16,As Submitted,26615258,9665993,57209543
100135,01-OCT-15,30-SEP-16,As Submitted,548864123,1226855398,1148163585
100140,01-OCT-15,30-SEP-16,As Submitted,54049155,117535979,169482928
100142,01-OCT-15,30-SEP-16,As Submitted,38073945,39374353,83876761
100150,01-OCT-15,30-SEP-16,As Submitted,59078816,199938987,207157808
100154,01-OCT-15,30-SEP-16,As Submitted,477593719,1056384297,900559975
100157,01-OCT-15,30-SEP-16,As Submitted,588077480,1904966287,1642873457
100175,01-OCT-15,30-SEP-16,As Submitted,31105681,20018881,73959538
100177,01-OCT-15,30-SEP-16,As Submitted,145793180,264345871,343994589
100211,01-OCT-15,30-SEP-16,As Submitted,32301402,184824980,233636201
100217,01-OCT-15,30-SEP-16,As Submitted,79669857,451678994,514219800
100220,01-OCT-15,30-SEP-16,As Submitted,325613514,1135973797,540180527
100238,01-OCT-15,30-SEP-16,As Submitted,140015201,1125718605,547808682
100244,01-OCT-15,30-SEP-16,As Submitted,198280435,638103818,431286227
100246,01-OCT-15,30-SEP-16,As Submitted,233210758,1935447291,686396894
100249,01-JUN-16,30-SEP-16,As Submitted,23338534,130756264,95632973
100253,01-OCT-15,30-SEP-16,As Submitted,182529939,423144671,463161571
100260,01-OCT-15,30-SEP-16,As Submitted,143778437,1053932214,428775652
100266,01-OCT-15,30-SEP-16,As Submitted,75535568,175338992,359397868
100286,01-OCT-15,30-SEP-16,As Submitted,182780482,763544864,797057700
100291,01-OCT-15,30-SEP-16,As Submitted,67558705,296642735,325934716
100296,01-OCT-15,30-SEP-16,As Submitted,167959320,405854094,330071883
100314,01-OCT-15,30-SEP-16,As Submitted,196764454,455317095,487920754
100315,01-OCT-15,30-SEP-16,As Submitted,106932852,186314262,242422933
100316,01-OCT-15,30-SEP-16,As Submitted,106997575,228956853,284537735
101305,01-OCT-15,30-SEP-16,As Submitted,,1817062,8582565
101307,01-OCT-15,30-SEP-16,As Submitted,,8349629,20422026
101309,01-OCT-15,30-SEP-16,As Submitted,,6595081,60316511
101311,01-OCT-15,30-SEP-16,As Submitted,,9383956,12910746
101313,01-OCT-15,30-SEP-16,As Submitted,,19778946,138200497
101993,01-OCT-15,30-SEP-16,As Submitted,,1128971,
102024,01-OCT-15,30-SEP-16,As Submitted,28053415,99987541,
102030,01-DEC-15,30-NOV-16,As Submitted,13438941,48024200,
102032,01-APR-16,31-AUG-16,As Submitted,5351422,11829432,
103026,01-OCT-15,30-SEP-16,As Submitted,37737234,65082775,1972087
103027,01-OCT-15,30-SEP-16,As Submitted,25765430,45509392,505864
104008,01-OCT-15,30-SEP-16,As Submitted,15785060,11820244,12087925
104057,01-OCT-15,30-SEP-16,As Submitted,10222657,35320500,4768170
104073,01-NOV-15,31-OCT-16,As Submitted,11062911,48769400,4499915
104078,01-NOV-15,31-OCT-16,As Submitted,6484439,16659600,809040
110004,01-OCT-15,12-MAY-16,As Submitted,52241932,85702024,128488005
110005,01-OCT-15,30-SEP-16,As Submitted,352053912,777612844,878551971
110008,01-OCT-15,30-SEP-16,As Submitted,172542674,338662282,523374065
110016,01-OCT-15,30-JUN-16,Amended,108991203,145560109,224703325
110018,01-JAN-16,30-JUN-16,As Submitted,40930762,49823336,99711785
110030,01-OCT-15,30-SEP-16,As Submitted,101262633,461386003,554092774
110031,01-JAN-16,31-MAR-16,As Submitted,25735155,109312386,94243255
110031,01-APR-16,30-JUN-16,Amended,30390264,105679348,92078254
110032,01-OCT-15,30-SEP-16,As Submitted,39595608,32550782,63216231
110038,01-OCT-15,30-SEP-16,As Submitted,211617722,339320729,443686051
110039,01-OCT-15,30-SEP-16,As Submitted,57916347,145338505,184994998
110046,01-OCT-15,30-SEP-16,As Submitted,47377707,106101407,245322277
110074,01-OCT-15,30-SEP-16,As Submitted,352304937,837389654,642794576
110075,01-OCT-15,30-SEP-16,As Submitted,105597955,359535369,531294080
110091,01-OCT-15,30-SEP-16,As Submitted,117600462,314057553,372604558
110092,01-OCT-15,30-SEP-16,As Submitted,18387139,19450011,43930190
110115,01-JAN-16,31-MAR-16,As Submitted,78021017,391436967,187260859
110115,01-APR-16,30-JUN-16,Amended,87106980,377952202,184717267
110121,01-OCT-15,30-SEP-16,As Submitted,20666059,24140748,43064235
110142,01-OCT-15,30-SEP-16,As Submitted,11890065,8537616,35635192
110150,01-OCT-15,30-SEP-16,As Submitted,51048693,56469016,104636540
110161,01-OCT-15,30-SEP-16,As Submitted,1075685878,1900632196,3362180999
110198,01-JAN-16,31-MAR-16,As Submitted,36370882,149278372,108001460
110198,01-APR-16,30-JUN-16,As Submitted,39848232,143601624,106722385
110234,01-OCT-15,30-SEP-16,As Submitted,8017058,7480510,11001629
111303,01-OCT-15,30-SEP-16,As Submitted,9676424,5620778,6684065
111310,01-OCT-15,30-SEP-16,As Submitted,,14255206,39719912
111313,01-OCT-15,30-SEP-16,As Submitted,,5520197,16531990
111314,01-OCT-15,30-SEP-16,As Submitted,19612405,11865868,17382593
111318,01-OCT-15,30-SEP-16,As Submitted,,4471083,13882186
111319,01-JAN-16,31-MAR-16,As Submitted,,3070005,9034616
111319,01-APR-16,30-JUN-16,Amended,,3293794,9336446
111326,01-OCT-15,30-SEP-16,As Submitted,13579628,9715377,9132740
111331,01-OCT-15,30-SEP-16,As Submitted,26362095,24828159,28995196
111332,01-OCT-15,30-SEP-16,As Submitted,,12046412,17375636
111333,01-OCT-15,30-SEP-16,As Submitted,,7926785,21383536
113029,01-OCT-15,30-SEP-16,As Submitted,13941558,31803990,4846108
113032,01-OCT-15,30-SEP-16,As Submitted,12888199,22628659,
123025,01-OCT-15,30-SEP-16,As Submitted,41502081,52746666,7446676
130006,01-OCT-15,30-SEP-16,As Submitted,1062697821,1171118588,1443147124
130014,01-OCT-15,30-SEP-16,As Submitted,76709177,175650326,217569437
130018,01-OCT-15,30-SEP-16,As Submitted,187016269,613579069,385314101
130025,01-OCT-15,30-SEP-16,As Submitted,55759839,30694982,69355182
131302,01-OCT-15,30-SEP-16,As Submitted,,9409335,21140543
131304,01-OCT-15,30-SEP-16,As Submitted,6869518,3034255,4206952
131305,01-OCT-15,30-SEP-16,As Submitted,,7957189,26691779
131308,01-OCT-15,30-SEP-16,As Submitted,,183896,2572588
131310,01-OCT-15,30-SEP-16,As Submitted,,7500654,16539916
131311,01-OCT-15,30-SEP-16,As Submitted,27573491,10496406,35211254
131312,01-OCT-15,30-SEP-16,As Submitted,,11329919,32221467
131313,01-OCT-15,30-SEP-16,As Submitted,,2515104,17647722
131315,01-OCT-15,30-SEP-16,Amended,,3853289,14785156
131319,01-OCT-15,30-SEP-16,As Submitted,25019997,13534813,26430008
131322,01-OCT-15,30-SEP-16,As Submitted,17770665,12646933,14892172
131323,01-OCT-15,30-SEP-16,As Submitted,,27077407,67513512
131324,01-OCT-15,30-SEP-16,As Submitted,,732410,6150692
132001,01-OCT-15,30-SEP-16,As Submitted,14184860,31337322,
133027,01-JAN-16,31-MAY-16,As Submitted,4050080,6854522,
134002,01-OCT-15,30-SEP-16,As Submitted,15597911,82631000,5364250
134015,11-FEB-16,26-AUG-16,As Submitted,1846391,980193,
140052,01-OCT-15,30-SEP-16,As Submitted,71616279,118446551,232460014
140054,01-OCT-15,30-SEP-16,As Submitted,210784736,512926830,711154056
140058,01-OCT-15,30-SEP-16,As Submitted,80186996,103494445,225555544
140064,01-OCT-15,30-SEP-16,As Submitted,54907770,112337795,232345393
140067,01-OCT-15,30-SEP-16,As Submitted,676541076,2297358094,1631426058
140110,01-OCT-15,30-SEP-16,As Submitted,77136938,88920645,239298831
140114,01-OCT-15,30-SEP-16,As Submitted,222933850,682650359,655001904
140135,01-OCT-15,30-SEP-16,As Submitted,181059453,269064953,487809573
140147,01-OCT-15,30-SEP-16,As Submitted,39809127,36453600,112669349
140148,01-OCT-15,30-SEP-16,As Submitted,525699250,1141241932,1026153615
140161,01-OCT-15,30-SEP-16,As Submitted,35794907,51879658,136501500
140162,01-OCT-15,30-SEP-16,As Submitted,105812157,298082388,316255316
140197,01-OCT-15,30-SEP-16,As Submitted,37701397,40358558,17238264
140206,01-OCT-15,30-SEP-16,As Submitted,91823163,176459443,135199067
140213,01-OCT-15,30-SEP-16,As Submitted,321770586,576103612,630504805
140233,01-OCT-15,30-SEP-16,As Submitted,272102797,642470879,681247442
140252,01-OCT-15,30-SEP-16,As Submitted,412249714,725392767,934551414
140286,01-MAY-16,31-AUG-16,As Submitted,48226264,75134106,102339391
141302,01-OCT-15,30-SEP-16,As Submitted,20258768,7733402,18634618
141310,01-OCT-15,30-SEP-16,As Submitted,,9521931,57840716
141313,01-OCT-15,30-SEP-16,As Submitted,,3618320,33489339
141315,01-OCT-15,30-SEP-16,As Submitted,20661836,6257338,45050794
141317,01-OCT-15,30-SEP-16,As Submitted,66728636,44145039,123931152
141318,01-OCT-15,30-SEP-16,As Submitted,,7309266,57240970
141322,01-OCT-15,30-SEP-16,As Submitted,,15551467,91928124
141325,01-OCT-15,30-SEP-16,As Submitted,,5357149,59987636
141339,01-OCT-15,30-SEP-16,As Submitted,,17610648,73999949
141340,01-MAY-16,31-AUG-16,As Submitted,,6604179,24271538
150006,01-JAN-16,29-FEB-16,As Submitted,23324426,35788423,46172334
150044,01-JAN-16,30-SEP-16,As Submitted,189488755,329579852,448765105
150045,01-OCT-15,30-SEP-16,As Submitted,45025065,42461977,100380809
150064,01-OCT-15,30-SEP-16,As Submitted,37133123,17914823,84950913
150074,01-JAN-16,31-DEC-16,As Submitted,621425737,698566340,1310899930
150075,01-OCT-15,30-SEP-16,As Submitted,28703900,63223132,107857311
150082,01-OCT-15,30-SEP-16,As Submitted,486493559,910272172,1025252240
150102,01-JAN-16,29-FEB-16,As Submitted,4509827,2155610,11393492
150175,01-OCT-15,30-SEP-16,As Submitted,42737156,100220078,76000433
150183,02-NOV-15,31-DEC-15,As Submitted,5161364,6787844,9940542
151315,01-OCT-15,30-SEP-16,As Submitted,,16659401,91123579
151319,01-OCT-15,30-SEP-16,As Submitted,,7175828,40820584
151320,01-OCT-15,30-SEP-16,As Submitted,28805357,19290304,70444635
152027,01-NOV-15,31-OCT-16,As Submitted,12074078,29599816,
153030,01-OCT-15,30-SEP-16,As Submitted,9424220,32682319,12730
160001,01-NOV-15,31-DEC-15,As Submitted,11926731,7514629,16738935
160008,01-OCT-15,30-SEP-16,As Submitted,18792796,11681601,33515362
160122,01-OCT-15,30-SEP-16,As Submitted,44841846,24798692,112475524
161324,01-OCT-15,30-SEP-16,As Submitted,,5472512,13536012
170012,01-OCT-15,30-SEP-16,As Submitted,129376167,276520685,247727814
170027,01-OCT-15,30-SEP-16,As Submitted,37191626,26144444,49478201
170075,01-OCT-15,30-SEP-16,As Submitted,3552915,2196687,1539069
170086,01-OCT-15,30-SEP-16,As Submitted,347721768,873969940,744864656
170122,01-OCT-15,30-SEP-16,As Submitted,464703973,1474423278,725139713
170145,01-JAN-16,31-DEC-16,As Submitted,36055115,34004966,66715878
170150,01-JAN-16,31-DEC-16,As Submitted,18337634,9213174,20965985
171301,01-OCT-15,30-SEP-16,As Submitted,,1509655,2594782
171302,01-OCT-15,30-SEP-16,As Submitted,,2604818,5005367
171318,01-OCT-15,30-SEP-16,As Submitted,,2204538,3401817
171320,01-OCT-15,30-SEP-16,As Submitted,,2730424,8054921
171328,01-OCT-15,30-SEP-16,As Submitted,,2688758,1442413
171337,01-OCT-15,30-SEP-16,As Submitted,,3129797,19260246
171339,01-OCT-15,30-SEP-16,As Submitted,,4881624,12391750
171349,01-OCT-15,30-SEP-16,As Submitted,,5572632,18753386
171356,01-OCT-15,30-SEP-16,As Submitted,,2701180,10928443
171357,01-OCT-15,30-SEP-16,As Submitted,,2719265,7539616
171358,01-OCT-15,30-SEP-16,As Submitted,,4079577,8851073
171361,01-OCT-15,30-SEP-16,As Submitted,14256185,7512278,7771483
171382,01-OCT-15,30-SEP-16,As Submitted,,21322763,67695271
173028,01-OCT-15,30-SEP-16,As Submitted,24739651,23104646,26252875
174020,05-NOV-15,31-DEC-15,Settled,1387022,1948088,336667
180009,01-OCT-15,30-SEP-16,As Submitted,304065107,443633788,759596094
180017,01-OCT-15,30-SEP-16,As Submitted,130749924,130110048,271874019
180024,01-OCT-15,30-SEP-16,As Submitted,23727384,31790514,115960472
180027,01-OCT-15,30-SEP-16,As Submitted,83320918,112133013,160696083
180035,01-JAN-16,31-DEC-16,As Submitted,512953910,927415462,887203361
180043,01-OCT-15,30-SEP-16,As Submitted,43680146,44537893,129849587
180044,01-OCT-15,30-SEP-16,As Submitted,312433535,1105707358,1054021498
180048,01-OCT-15,30-SEP-16,As Submitted,139274173,177480372,295685822
180078,01-OCT-15,30-SEP-16,As Submitted,31188166,140365595,288257129
180079,01-OCT-15,30-SEP-16,Amended,39869069,20324086,96834888
180095,01-OCT-15,30-SEP-16,As Submitted,12610019,10680528,25801847
180124,01-OCT-15,30-SEP-16,As Submitted,75892975,196434964,324208033
180149,11-FEB-16,30-SEP-16,As Submitted,5387693,1584136,11099283
180152,01-FEB-16,31-MAR-16,As Submitted,492312,891601,
180153,01-FEB-16,31-MAR-16,As Submitted,529931,1242670,
181302,01-OCT-15,30-SEP-16,As Submitted,18217138,8284145,45931746
181314,01-JAN-16,31-MAR-16,As Submitted,,966924,5920494
181315,01-OCT-15,30-SEP-16,As Submitted,,7676512,35219709
181323,01-OCT-15,30-SEP-16,As Submitted,,7862908,60702067
181328,01-DEC-15,30-JUN-16,As Submitted,,12192982,25355245
190002,01-OCT-15,30-SEP-16,As Submitted,358367676,1177850422,746516982
190011,01-OCT-15,30-SEP-16,As Submitted,92977093,173572733,205472370
190039,01-OCT-15,31-DEC-15,As Submitted,55328449,99815714,111131190
190044,01-OCT-15,30-SEP-16,As Submitted,37917856,41556571,84784584
190054,01-OCT-15,30-SEP-16,As Submitted,58100819,145913587,217138184
190065,01-OCT-15,30-SEP-16,As Submitted,293273426,455609917,464861195
190086,01-OCT-15,30-SEP-16,As Submitted,50798877,208861231,187197086
190098,01-OCT-15,30-SEP-16,As Submitted,386796598,546583621,432559701
190111,01-OCT-15,30-SEP-16,As Submitted,577553564,1223335025,1085913240
190118,01-OCT-15,30-SEP-16,As Submitted,17669122,6808221,39125566
190128,01-OCT-15,30-SEP-16,As Submitted,208001458,270649601,200105645
190145,01-OCT-15,30-SEP-16,As Submitted,15136806,8898570,28432620
190151,01-OCT-15,30-SEP-16,As Submitted,16354039,7672919,35312758
190167,01-OCT-15,30-SEP-16,As Submitted,52554224,118259222,218432233
190202,01-OCT-15,30-SEP-16,As Submitted,158837453,210290164,483537317
190236,01-OCT-15,30-SEP-16,As Submitted,104959262,232927686,290724310
191302,01-OCT-15,30-SEP-16,As Submitted,,13643579,36542281
191309,01-OCT-15,30-SEP-16,As Submitted,,8320696,16464248
191310,01-OCT-15,30-SEP-16,As Submitted,,8959927,23548041
191315,01-OCT-15,30-SEP-16,As Submitted,25312996,32067855,39854957
191317,01-OCT-15,30-SEP-16,As Submitted,,4272230,19202681
191318,01-OCT-15,30-SEP-16,As Submitted,,14789968,37401475
191322,01-OCT-15,30-SEP-16,As Submitted,12873638,10304517,9949885
