PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
021307,01-JAN-15,31-DEC-15,As Submitted,7724917,5143154,2180278
021308,01-OCT-14,30-SEP-15,Amended,64935300,23474305,47802136
021309,01-OCT-14,30-SEP-15,Settled,,9405,114600
021310,01-OCT-14,30-SEP-15,Amended,,15650,160506
021311,01-JUL-15,30-JUN-16,As Submitted,69811786,35952551,59947472
021312,01-OCT-14,30-SEP-15,As Submitted,,4472,71750
021313,01-JUL-15,30-JUN-16,As Submitted,55569962,28849575,46401882
022001,01-JAN-15,31-DEC-15,As Submitted,34681362,72892078,
024002,01-JUL-15,30-JUN-16,As Submitted,32112743,30995395,
030001,01-JAN-15,31-DEC-15,As Submitted,50421949,137778325,162194611
030002,01-JAN-15,31-DEC-15,As Submitted,594907856,2023959819,870135648
030006,01-JAN-15,31-DEC-15,As Submitted,458530899,1163858987,613015233
030007,01-JUL-15,30-JUN-16,As Submitted,118600131,259742953,292851781
030010,01-JUL-15,31-AUG-15,As Submitted,38084174,82194294,68942310
030010,01-SEP-15,30-SEP-16,As Submitted,211346492,622282053,495468035
030011,01-JUL-15,31-AUG-15,As Submitted,44059165,111887314,71260397
030011,01-SEP-15,30-SEP-16,As Submitted,247693169,782314696,496454740
030012,01-JAN-15,31-DEC-15,As Submitted,132463527,291772259,279546432
030013,01-OCT-14,30-SEP-15,As Submitted,338488592,658059359,686715759
030014,01-JAN-15,31-DEC-15,As Submitted,288625121,1014699294,515186825
030016,01-JAN-15,31-DEC-15,As Submitted,126796941,249583413,346696648
030022,01-JUL-15,30-JUN-16,As Submitted,346706181,1097384432,808129693
030023,01-JUL-15,30-JUN-16,Amended,347468920,657242073,412112352
030024,01-JUL-15,30-JUN-16,As Submitted,719238053,2192793497,1393209427
030030,01-APR-15,31-MAR-16,As Submitted,144908753,420202380,316310617
030033,01-AUG-15,31-DEC-15,As Submitted,15414771,26882592,72666584
030036,01-JUL-15,30-JUN-16,As Submitted,436075710,1793087071,1142087699
030037,01-JUN-15,31-MAY-16,As Submitted,137857293,501632568,402849121
030038,01-JAN-15,31-DEC-15,As Submitted,307267407,986119789,735962626
030043,01-MAY-15,30-APR-16,As Submitted,89312232,152053012,239728947
030055,01-JUL-15,30-JUN-16,As Submitted,196412846,517681828,558138367
030061,01-JAN-15,31-DEC-15,As Submitted,280523010,802823440,622954222
030062,01-JAN-15,31-DEC-15,As Submitted,111942199,123487274,332011612
030064,28-FEB-15,31-DEC-15,Amended,506775465,1202457825,1153953828
030065,01-JAN-15,31-DEC-15,Amended,565458086,1451231236,1070135905
030068,01-JAN-15,31-DEC-15,As Submitted,53630108,32052681,98996253
030069,01-SEP-15,31-AUG-16,As Submitted,137159350,470156953,493793199
030071,01-OCT-14,30-SEP-15,As Submitted,61791759,157824,1168580
030073,01-OCT-14,30-SEP-15,As Submitted,81385768,185858,1436652
030074,01-OCT-14,30-SEP-15,As Submitted,28979010,15477,317800
030077,01-OCT-14,11-JUL-15,As Submitted,11617603,30,131841
030077,12-JUL-15,30-SEP-15,As Submitted,9474550,2418,59292
030078,01-OCT-14,30-SEP-15,As Submitted,103173451,143766,1678496
030083,01-OCT-14,30-SEP-15,As Submitted,79605662,161352120,187815538
030084,01-OCT-14,30-SEP-15,As Submitted,78710661,95893,1163484
030085,01-OCT-14,30-SEP-15,As Submitted,233140707,936213284,818142469
030087,01-JAN-15,31-DEC-15,As Submitted,389626926,1165353364,942219627
030088,01-JAN-15,31-DEC-15,As Submitted,254053224,928630802,538005941
030089,01-JAN-15,31-DEC-15,Amended,429707567,1249262974,922193989
030092,01-JAN-15,31-DEC-15,As Submitted,236835310,731066805,622372163
030093,01-JAN-15,31-DEC-15,As Submitted,250206323,694543496,759978232
030094,01-APR-15,31-MAR-16,As Submitted,206745450,645015184,477366484
030101,01-SEP-15,31-AUG-16,As Submitted,76477972,540373204,485370191
030103,01-JAN-15,31-DEC-15,As Submitted,454704657,665406261,617364198
030105,01-JAN-15,31-DEC-15,As Submitted,98540137,451215732,251401933
030107,01-JAN-15,31-DEC-15,As Submitted,23535242,51209690,35817139
030108,01-JUN-15,31-DEC-15,As Submitted,16677279,22336227,11375048
030110,01-MAY-15,30-APR-16,As Submitted,145922305,482209180,391495820
030111,28-FEB-15,31-DEC-15,As Submitted,103873835,201663200,298577570
030112,01-JAN-15,31-DEC-15,As Submitted,22986709,65691499,71988835
030113,01-OCT-14,30-SEP-15,As Submitted,41502438,37428,344553
030114,01-OCT-14,30-SEP-15,As Submitted,82570855,306379299,309475916
030115,01-JAN-15,31-DEC-15,As Submitted,239655722,739526203,734572518
030117,01-DEC-14,30-NOV-15,As Submitted,41784670,133037898,225865889
030118,01-JAN-15,31-DEC-15,As Submitted,76203644,110219392,217864476
030119,01-JUL-15,30-JUN-16,As Submitted,241561389,826547026,721044689
030120,01-JAN-15,31-DEC-15,As Submitted,24276927,38035925,76977168
030121,01-JUL-15,30-JUN-16,As Submitted,151527560,555535041,386901133
030122,01-JAN-15,31-DEC-15,As Submitted,298132646,533551230,786301717
030123,01-JAN-15,31-DEC-15,As Submitted,117373235,349832159,264466018
030130,01-JAN-15,31-DEC-15,As Submitted,59884273,89226922,195286558
030131,01-JAN-15,31-DEC-15,As Submitted,58718421,163374224,19630182
030132,01-JAN-15,31-DEC-15,As Submitted,17995370,16862003,80297195
030134,01-JAN-15,31-DEC-15,As Submitted,19946250,29573633,78156337
030136,30-JAN-15,31-DEC-15,As Submitted,28138097,4901781,102926635
030137,02-JUL-15,31-DEC-15,As Submitted,20847729,15178521,17071592
031300,01-JAN-15,31-DEC-15,As Submitted,,7604858,38094907
031301,01-JUL-15,30-JUN-16,As Submitted,,4068621,21622225
031302,01-JUL-15,30-JUN-16,As Submitted,15726740,5460143,23818081
031304,01-JAN-15,31-DEC-15,Settled,,6107546,31959684
031305,01-OCT-14,30-SEP-15,Settled,,5577,111990
031307,01-OCT-14,30-SEP-15,Settled,,4961,155430
031308,01-OCT-14,30-SEP-15,Settled,,1668,801834
031309,01-OCT-14,30-SEP-15,As Submitted,,6647066,24167451
031311,01-OCT-14,30-SEP-15,As Submitted,,38837947,56769331
031312,01-JUL-15,30-JUN-16,As Submitted,,3912444,88858308
031313,01-JUL-15,31-AUG-15,As Submitted,,2989085,12824578
031313,01-SEP-15,30-SEP-16,As Submitted,,22254951,90260673
031314,01-JAN-15,31-DEC-15,As Submitted,,27098804,54329934
031315,01-JAN-15,31-DEC-15,As Submitted,,5273107,20445490
031317,01-OCT-14,30-SEP-15,As Submitted,,16818520,46343365
032000,01-SEP-15,30-SEP-16,As Submitted,36187547,120257725,5074
032001,01-DEC-14,30-NOV-15,Settled,21641977,66651344,
032002,01-SEP-15,30-SEP-16,As Submitted,17600023,57572533,
032004,01-JAN-15,14-FEB-15,Settled,1462051,5593875,
032004,15-FEB-15,31-AUG-15,As Submitted,6313109,20924946,
032004,01-SEP-15,31-AUG-16,As Submitted,12551214,47167352,
032005,01-JUN-15,31-MAY-16,As Submitted,24731698,73447818,
032006,01-JUN-15,31-MAY-16,As Submitted,21019647,82951273,
032007,01-JUN-15,30-SEP-15,As Submitted,5974755,11851424,
032008,01-JUN-15,30-SEP-15,As Submitted,4744817,9255080,
033025,01-JAN-15,31-DEC-15,Amended,14627356,25438503,2264766
033028,01-JAN-15,31-DEC-15,Amended,20155186,38425120,3972694
033029,01-JAN-15,31-DEC-15,Amended,14276126,27735307,
033032,01-JUN-15,31-MAY-16,As Submitted,17159522,32635321,2173165
033034,01-JAN-15,31-DEC-15,Amended,11927582,27042059,118848
033036,01-JAN-15,31-DEC-15,As Submitted,13189400,25896054,1526355
033037,01-JUN-15,31-MAY-16,As Submitted,18766223,41742729,1864954
033038,01-JAN-15,31-DEC-15,As Submitted,18569859,38637540,
033302,01-JAN-15,31-DEC-15,As Submitted,,1039235008,867466847
034004,01-JAN-15,31-DEC-15,Settled,25998747,60101587,6184823
034013,01-JUN-15,31-MAY-16,As Submitted,40811925,124680176,16353284
034020,01-JUL-15,30-JUN-16,Settled,7763422,14087027,
034021,01-JUL-15,30-JUN-16,As Submitted,63504255,57900249,
034022,01-JAN-15,31-DEC-15,As Submitted,13264733,30496608,1712850
034023,01-OCT-14,30-SEP-15,As Submitted,15963601,5495880,1281823
034024,01-JAN-15,31-DEC-15,As Submitted,18450591,50240258,3734640
034025,01-JUL-15,30-JUN-16,As Submitted,36293233,4408843,33230432
034026,01-JAN-15,31-DEC-15,Settled,21100261,88221890,6332820
034028,01-JAN-15,31-DEC-15,As Submitted,15191157,37424900,3412160
034029,01-JAN-15,31-DEC-15,As Submitted,13607575,33704825,374500
034030,01-SEP-15,31-AUG-16,As Submitted,14147972,40929550,2307996
034031,04-FEB-15,31-MAY-15,Settled,2927385,7153575,189066
034031,01-JUN-15,31-MAY-16,As Submitted,12313015,48691593,1432629
040001,01-APR-15,31-MAR-16,As Submitted,25585756,46796034,102210914
040002,01-JAN-15,31-DEC-15,As Submitted,30072782,23841187,46418509
040004,01-JAN-15,31-DEC-15,As Submitted,185061816,606448981,427741554
040007,01-JUL-15,30-JUN-16,As Submitted,348448843,976335569,544485043
040010,01-JUL-15,30-JUN-16,As Submitted,181637991,334807643,505912798
040011,01-JUL-15,30-JUN-16,As Submitted,16391712,11090963,23995822
040014,01-OCT-14,30-SEP-15,As Submitted,148822648,262625476,377117802
040015,01-JAN-15,31-DEC-15,As Submitted,21244550,21153782,40397320
040016,01-JUL-15,30-JUN-16,As Submitted,631607522,1068896585,1002490274
040017,01-APR-15,31-MAR-16,As Submitted,58187552,68009258,129455244
040018,01-JAN-15,31-DEC-15,As Submitted,18603799,25273798,104516843
040019,01-OCT-14,30-SEP-15,As Submitted,22269239,63840146,85925562
040020,01-OCT-14,30-SEP-15,As Submitted,236531610,255534261,322236893
040022,01-NOV-14,31-OCT-15,As Submitted,203215583,923853047,769726987
040026,01-JUL-15,30-JUN-16,As Submitted,167348683,445575453,401640153
040027,01-JAN-15,31-DEC-15,As Submitted,143609368,207090032,248445127
040029,01-JAN-15,31-DEC-15,Amended,112695966,160528600,200373262
040036,01-JAN-15,31-DEC-15,As Submitted,149111950,344640700,352197646
040039,01-JUL-15,30-JUN-16,As Submitted,44785543,57720912,81608141
040041,01-SEP-15,31-AUG-16,As Submitted,69199816,225968754,409244925
040047,01-JAN-15,31-DEC-15,As Submitted,13996655,10625298,19467629
040050,01-OCT-14,30-SEP-15,As Submitted,29597189,26468677,65102994
040051,01-APR-15,31-MAR-16,As Submitted,28550511,24845290,47150303
040055,01-OCT-14,30-SEP-15,As Submitted,221048521,677147638,738736975
040062,01-JUL-15,30-JUN-16,As Submitted,230615050,456538901,367255232
040067,01-OCT-14,30-SEP-15,As Submitted,23542180,16560842,30275423
040069,01-JAN-15,31-DEC-15,As Submitted,18923874,25438033,42548153
040071,01-JUL-15,30-JUN-16,As Submitted,135376574,344312012,340138168
040072,01-JAN-15,31-DEC-15,As Submitted,24174814,13457284,46712663
040074,01-JUL-15,30-JUN-16,As Submitted,26756326,36428514,42816948
040076,01-JAN-15,31-DEC-15,As Submitted,19197640,19308372,25755636
040078,01-SEP-15,31-AUG-16,As Submitted,80429100,458733706,421945686
040080,01-FEB-15,17-MAR-15,As Submitted,1718829,2552667,4028961
040084,01-JUL-15,30-JUN-16,As Submitted,79513254,106242039,143520724
040085,01-JAN-15,31-DEC-15,As Submitted,20135736,54334601,70817732
040088,01-JUL-15,30-JUN-16,As Submitted,53976671,201042281,201781824
040114,01-JAN-15,31-DEC-15,As Submitted,389290404,1142323183,638269792
040118,01-OCT-14,30-SEP-15,Amended,137623042,337818666,339409102
040119,01-OCT-14,30-SEP-15,Amended,121150253,228417595,299883704
040132,01-JAN-15,31-DEC-15,As Submitted,6238834,6916877,3201678
040134,01-OCT-14,30-SEP-15,As Submitted,119428435,180496597,260394683
040137,01-JUL-15,30-JUN-16,As Submitted,23249844,43157204,99015533
040147,01-JAN-15,31-DEC-15,As Submitted,44318527,115439636,77531997
040152,01-JAN-15,31-DEC-15,As Submitted,29078904,34853886,52889835
040153,01-OCT-14,30-SEP-15,As Submitted,12512867,21009433,42547665
041300,01-JUL-15,30-JUN-16,As Submitted,,920298,9572280
041302,01-JUL-15,30-JUN-16,As Submitted,12591693,14052213,15533120
041303,01-JUL-15,30-JUN-16,As Submitted,,3109213,15675823
041304,01-JAN-15,31-DEC-15,As Submitted,,4219937,8775047
041305,01-JUL-15,30-JUN-16,As Submitted,,2675888,15910322
041306,01-JAN-15,31-DEC-15,As Submitted,,2548618,5027439
041307,01-OCT-14,30-SEP-15,As Submitted,,4349883,14707021
041308,01-JUL-15,30-JUN-16,As Submitted,,1150057,11439885
041309,01-JUL-15,30-JUN-16,As Submitted,,5947991,11096583
041310,01-OCT-14,30-SEP-15,As Submitted,,13116395,26432761
041311,01-OCT-14,30-SEP-15,As Submitted,,5985046,33452407
041312,01-JAN-15,31-DEC-15,As Submitted,,13371974,66408522
041313,01-JUL-15,30-JUN-16,As Submitted,26204759,13960651,34316073
041314,01-JAN-15,31-DEC-15,As Submitted,10548696,5482912,7408082
041316,01-JAN-15,31-DEC-15,As Submitted,,7171538,18176957
041317,01-JAN-15,31-DEC-15,As Submitted,,1625657,14869208
041318,01-JUL-15,30-JUN-16,As Submitted,,3377440,17123296
041319,01-OCT-14,30-SEP-15,As Submitted,10768158,9974737,15429644
041320,01-JUL-15,30-JUN-16,As Submitted,,2636552,13805490
041321,01-JAN-15,31-DEC-15,As Submitted,,20954934,57010286
041322,01-JUL-15,30-JUN-16,As Submitted,,7358438,11349353
041323,01-OCT-14,30-SEP-15,As Submitted,24951579,12046483,34434376
041324,01-JUL-15,30-JUN-16,As Submitted,,8302763,48235098
041326,01-JUL-15,30-JUN-16,As Submitted,,6049430,14407782
041327,01-OCT-14,30-SEP-15,As Submitted,19602289,12327051,28581501
041328,01-APR-15,31-MAR-16,As Submitted,,8011995,19901066
041329,01-JUL-15,30-JUN-16,As Submitted,,7847759,33938459
041330,01-JAN-15,31-DEC-15,Amended,,6163938,15177147
041331,01-JAN-15,31-DEC-15,As Submitted,,20430874,34056551
042004,01-SEP-15,31-AUG-16,As Submitted,6323882,14899194,
042006,01-SEP-15,31-AUG-16,As Submitted,12018715,51719427,
042008,01-SEP-15,31-AUG-16,As Submitted,7780120,21045063,
042009,01-JUN-15,31-MAY-16,Settled,10248291,42616048,
042010,01-NOV-14,31-JAN-15,Settled,2949918,8043692,19312
042010,01-FEB-15,31-AUG-15,Settled,7212307,19512888,37568
042010,01-SEP-15,31-AUG-16,As Submitted,12295058,37720470,
042011,01-OCT-14,30-SEP-15,Settled,6395915,22955760,
042012,01-JAN-15,31-DEC-15,As Submitted,15379263,51762288,1461
043026,01-JAN-15,31-DEC-15,As Submitted,26326937,60123920,25509127
043028,01-JUN-15,31-MAY-16,As Submitted,15925511,33264631,621332
043029,01-JAN-15,31-DEC-15,Amended,16800950,39633323,1967227
043031,01-JAN-15,31-DEC-15,Amended,20337404,35764677,138
043032,01-JAN-15,31-DEC-15,Amended,15405648,32016891,
043033,01-JAN-15,31-DEC-15,As Submitted,5156129,7158420,169
043034,01-NOV-14,31-OCT-15,As Submitted,3364995,4836781,
043300,01-JUL-15,30-JUN-16,As Submitted,,529538087,306808256
044004,01-JAN-15,31-DEC-15,As Submitted,20146310,41857875,5830497
044005,01-JAN-15,31-DEC-15,As Submitted,14586810,47992042,1963783
044006,01-JAN-15,31-DEC-15,As Submitted,14419272,29169710,7949026
044007,01-JAN-15,31-DEC-15,As Submitted,10942269,25165260,
044011,01-JUL-15,30-JUN-16,As Submitted,48692642,59932392,498
044019,01-JAN-15,31-DEC-15,As Submitted,9270591,23230350,1318188
044020,01-JAN-15,31-DEC-15,As Submitted,9585667,17552540,4364955
044021,13-AUG-15,31-DEC-15,As Submitted,2682870,2233440,
050002,01-OCT-14,30-SEP-15,Amended,117079367,510216593,187077329
050006,01-JUL-15,30-JUN-16,As Submitted,203027589,506789706,620560454
050007,01-JAN-15,31-DEC-15,As Submitted,423537703,781893195,714372760
050008,01-JAN-15,31-DEC-15,As Submitted,159907731,517021694,237678602
050009,01-JUL-15,30-JUN-16,As Submitted,212718287,562071269,625807891
050013,01-JAN-15,31-DEC-15,As Submitted,155945392,580904945,306670630
050014,01-JAN-15,31-DEC-15,As Submitted,61307527,129457496,118775244
050017,01-JUL-15,30-JUN-16,As Submitted,488887660,1865966254,733960088
050018,01-JAN-15,31-DEC-15,As Submitted,89515297,243191405,104425004
050022,01-MAY-15,30-APR-16,As Submitted,366968783,2478180714,1052632617
050024,01-JAN-15,31-DEC-15,Amended,123592531,373207915,130411165
050025,01-JUL-15,30-JUN-16,As Submitted,1286759935,2224114993,2161235131
050026,01-OCT-14,30-SEP-15,Amended,566392480,1958924266,1188832587
050028,01-JUL-15,30-JUN-16,As Submitted,56082029,53951936,119545580
050030,01-DEC-14,30-NOV-15,Amended,163689669,550917094,335284391
050036,01-JUL-15,30-JUN-16,As Submitted,329423934,932293907,627179337
050038,01-JUL-15,30-JUN-16,As Submitted,1002629477,2122552333,1242053671
050039,01-JUL-15,30-JUN-16,As Submitted,406967026,1246323085,867578529
050040,01-JUL-15,30-JUN-16,As Submitted,374928415,34068479,31466072
050042,01-JUL-15,30-JUN-16,As Submitted,77320189,131191811,249177411
050043,01-JAN-15,31-DEC-15,As Submitted,353700081,1147411287,451113127
050045,01-JUL-15,30-JUN-16,As Submitted,119790559,212019183,444714497
050047,01-JAN-15,31-DEC-15,As Submitted,680229036,1861145115,1049269667
050054,01-JUL-15,30-JUN-16,As Submitted,78070030,134334765,171350549
050055,01-JAN-15,31-DEC-15,As Submitted,138709378,423392059,148167726
050056,01-JUL-15,30-JUN-16,Amended,364917968,1147110317,529164395
050057,01-JUL-15,30-JUN-16,As Submitted,483670731,1017243102,789366452
050058,01-JUL-15,30-JUN-16,As Submitted,207721381,729476046,300561730
050060,01-SEP-15,31-AUG-16,As Submitted,887903805,3077266563,1213883313
