PROVIDER_NUMBER,FYB,FYE,STATUS,C000001_20000_00500,C000001_20000_00600,C000001_20000_00700
012007,01-JUL-11,30-JUN-12,Settled,10641794,29550498,
012008,01-SEP-11,31-AUG-12,Settled,13600699,44680324,
012009,01-JUL-11,30-JUN-12,Settled,10432316,27576800,
012010,01-OCT-10,30-SEP-11,Settled,9201062,26489402,
012011,01-FEB-11,31-JAN-12,Settled,9280023,32588463,
012012,01-APR-11,31-MAR-12,Settled,9365081,36836749,
012013,01-MAR-11,31-JAN-12,Settled,3155662,14179383,
013025,01-JAN-11,31-DEC-11,As Submitted,27772742,59344818,2042176
013027,01-JAN-11,30-NOV-11,Settled,11761658,12286328,53900
013028,01-JAN-11,31-DEC-11,Reopened,18421002,36475595,1199478
013029,01-JUN-11,31-MAY-12,As Submitted,18722866,44727816,272282
013030,01-JAN-11,31-DEC-11,Settled,10221193,19444900,617043
013032,01-JAN-11,31-DEC-11,Settled,10835602,23747382,328143
013033,01-JUN-11,31-MAY-12,As Submitted,13118199,25834660,988101
013300,01-JAN-11,31-DEC-11,Settled,3096619,711932009,353220096
013301,01-OCT-10,30-SEP-11,Reopened,314907,137383859,33251786
014000,01-JUL-11,30-JUN-12,Settled,17721730,42999233,1019107
014005,01-OCT-10,30-SEP-11,Settled,11620138,379381,
014006,01-JAN-11,31-DEC-11,Settled,6847008,13340287,826240
014007,01-JUL-11,30-JUN-12,Settled,23989880,138882,
014008,01-OCT-10,30-SEP-11,Settled,23182072,1735187,
014009,01-OCT-10,30-SEP-11,Settled,12277282,57274,
014011,01-OCT-10,30-SEP-11,Settled,5029893,50253,
014012,01-OCT-10,30-SEP-11,Settled,16474261,76514,
014014,01-OCT-10,30-SEP-11,Settled,9560828,6854803,
014016,01-JUL-11,30-JUN-12,Settled,3000144,6737522,
020001,01-JAN-11,31-DEC-11,Reopened,455590468,951182523,468468415
020006,01-JAN-11,31-DEC-11,Settled,85776634,172146319,172365897
020008,01-JUL-11,30-JUN-12,Reopened,63797822,41587017,61507158
020012,01-JAN-11,31-DEC-11,Settled w/Audit,203640064,171522795,207437711
020017,01-JAN-11,31-DEC-11,Settled w/Audit,145000931,376300922,224549887
020024,01-JUL-11,30-JUN-12,Settled,91842663,76172074,103699270
020027,01-OCT-10,30-SEP-11,Amended,56960059,7003422,34033484
021301,01-JAN-11,31-DEC-11,Settled,,7180690,5454450
021302,01-JAN-11,31-DEC-11,Settled,20424087,15146570,6762735
021303,01-JUL-11,30-JUN-12,Settled,18949503,8416107,9837198
021304,01-JUL-11,30-JUN-12,Settled,10606019,6213952,5968895
021305,01-JUL-11,30-JUN-12,Settled,10020227,5210455,5185899
021306,01-JAN-11,31-DEC-11,Settled,31190954,22922363,28882205
021307,01-JUL-11,30-JUN-12,Settled,6184814,3950654,2371221
021308,01-OCT-10,30-SEP-11,Settled,33203934,11467278,26587043
021310,01-OCT-10,30-SEP-11,As Submitted,,1,
021311,01-JUL-11,30-JUN-12,Settled w/Audit,43913619,34579725,42014979
021313,01-JUL-11,30-JUN-12,Settled,36801535,19072930,28013900
022001,01-JAN-11,31-DEC-11,Settled,33283102,74550782,
024001,01-JAN-11,31-DEC-11,Settled,20011640,94900737,
024002,01-JUL-11,30-JUN-12,Settled,31380624,25988273,
030001,01-JAN-11,31-DEC-11,Reopened,53978638,145918413,131994547
030002,01-JAN-11,31-DEC-11,Reopened,546639467,1695908797,563516510
030006,01-JAN-11,31-DEC-11,Settled,375970712,923148039,400496649
030007,01-JUL-11,30-JUN-12,Reopened,110869004,220961588,252392561
030010,01-JUL-11,30-JUN-12,Settled,184470730,469490604,335120563
030011,01-JUL-11,30-JUN-12,As Submitted,241622979,684304330,457216798
030012,01-JAN-11,31-DEC-11,Settled,129101031,264737933,211085954
030013,01-OCT-10,30-SEP-11,Settled,260172722,481368055,465812592
030014,01-JAN-11,31-DEC-11,Settled,222713878,789998030,304241732
030016,01-JUL-11,30-JUN-12,Settled,103624724,215903724,205492040
030022,01-JUL-11,30-JUN-12,Settled w/Audit,371309175,983316933,815952740
030023,01-JUL-11,30-JUN-12,Settled,275122390,579244108,282529836
030024,01-JUL-11,30-JUN-12,Reopened,604738107,1947098044,845248389
030030,01-APR-11,31-MAR-12,Reopened,167549705,461217112,299488772
030033,01-AUG-11,31-JUL-12,Settled,33851166,113709644,172925415
030036,01-JUL-11,30-JUN-12,Reopened,276748849,892441844,795081848
030037,01-JUN-11,31-MAY-12,Settled,130731233,519030420,305215456
030038,01-OCT-10,30-SEP-11,Reopened,307378002,789434367,509059339
030043,01-JUL-11,30-JUN-12,Settled,82488053,105656757,158902154
030055,01-JUL-11,30-JUN-12,Settled w/Audit,149250039,338926591,359075834
030061,01-JAN-11,31-DEC-11,Settled,276779184,1049847874,405692025
030062,01-JAN-11,31-DEC-11,Settled,87094139,89204114,198276099
030064,01-JUL-11,30-JUN-12,Settled w/Audit,581824322,1396562892,1004050108
030065,01-JAN-11,31-DEC-11,Reopened,487763356,1205337452,593394841
030067,01-OCT-10,30-SEP-11,Settled,18822381,16412435,42161291
030068,01-JAN-11,31-DEC-11,Settled,48096400,35016716,85300840
030069,01-SEP-11,31-AUG-12,Settled,114460634,281734769,273585306
030073,01-OCT-10,30-SEP-11,Settled,,1,
030077,01-OCT-10,30-SEP-11,Settled,,1,
030083,01-OCT-10,30-SEP-11,Reopened,86001833,215263095,183839946
030085,01-OCT-10,30-SEP-11,Settled,217929843,777195120,439536652
030087,01-OCT-10,30-SEP-11,Reopened,365015335,862796534,628189707
030088,01-JAN-11,31-DEC-11,Settled,232654548,763325815,362747382
030089,01-JAN-11,31-DEC-11,Reopened,391510315,1062014719,449543008
030092,01-JAN-11,31-DEC-11,As Submitted,170971533,493256506,379341813
030093,01-JAN-11,31-DEC-11,Settled,219563804,719236341,435214717
030094,01-APR-11,31-MAR-12,Reopened,132162962,385132189,256860520
030100,01-OCT-10,30-SEP-11,Settled,58154099,143852027,95345716
030101,01-SEP-11,31-AUG-12,Settled,82581769,510697734,301172044
030103,01-JAN-11,31-DEC-11,Settled w/Audit,358347445,584810498,365686680
030105,01-JAN-11,31-DEC-11,Settled,100725753,420079751,166013959
030107,01-JAN-11,31-DEC-11,Settled,16682225,40551692,26933921
030108,01-JUN-11,31-MAY-12,Settled,20563116,45338300,23143317
030110,01-MAY-11,30-APR-12,Reopened,102677044,346251542,214539117
030111,01-JUL-11,30-JUN-12,Settled,117718827,164675268,160175870
030112,01-JAN-11,31-DEC-11,Settled,22266302,54842432,73766854
030114,01-OCT-10,30-SEP-11,Settled,72693435,197576430,181648099
030115,01-JAN-11,31-DEC-11,Settled,197866068,660954893,439035274
030117,01-DEC-10,30-NOV-11,Settled,46602070,120132140,142579235
030118,01-JAN-11,31-DEC-11,Settled,59354298,84056478,101234835
030119,01-JUL-11,30-JUN-12,Settled,196703013,616312918,556888089
030120,01-JAN-11,31-DEC-11,Settled,35819682,43475571,119984221
030121,01-JUL-11,30-JUN-12,Settled,134320569,501272872,278901834
030122,01-JAN-11,31-DEC-11,Settled,169808804,436202227,264860908
030123,01-OCT-10,30-SEP-11,Settled,89232965,176507997,168806703
030126,01-JAN-11,31-DEC-11,Settled,44764286,133353698,76496007
030128,01-OCT-10,30-SEP-11,Settled,42368158,55514955,48830751
030129,01-JAN-11,07-SEP-11,Settled,10079174,7172142,13342214
030130,01-JAN-11,31-DEC-11,Settled w/Audit,48721226,58957790,108743731
030131,29-AUG-11,31-DEC-11,Settled,12271903,18058366,3848590
031300,01-JAN-11,31-DEC-11,Settled,15203439,4076022,19091335
031301,01-JUL-11,30-JUN-12,Settled,,3029167,15597158
031302,01-JUL-11,30-JUN-12,Reopened,15934208,6895047,23297398
031303,01-APR-11,31-MAR-12,Settled,,3878640,22532186
031304,01-JAN-11,31-DEC-11,Reopened,,5286235,26566087
031305,01-OCT-10,30-SEP-11,Settled,,1,
031307,01-OCT-10,30-SEP-11,Reopened,,15548,261432
031309,01-OCT-10,30-SEP-11,Settled,,4786283,15061617
031311,01-OCT-10,30-SEP-11,Settled,,26687760,44683996
031312,01-JUL-11,30-JUN-12,Reopened,,3597921,44955065
031313,01-JUL-11,30-JUN-12,Settled,22684546,21916195,58327556
031314,01-JAN-11,31-DEC-11,Settled w/Audit,,22397171,50648037
031315,01-JAN-11,31-DEC-11,Reopened,,7727613,17594463
031316,08-SEP-11,31-DEC-11,Settled,,4399788,7315090
032000,01-SEP-11,31-AUG-12,Reopened,44846485,112998522,3655
032001,01-DEC-10,30-NOV-11,Settled,18459160,52796038,
032002,01-SEP-11,31-AUG-12,Settled,14910900,36667147,
032004,01-JAN-11,31-DEC-11,Settled,9885050,29240815,10685
032005,01-JUN-11,31-MAY-12,Reopened,21704882,59926731,
032006,01-JUN-11,31-MAY-12,Settled,14042690,48405509,
032007,01-JAN-11,31-DEC-11,Settled,21711742,105793617,
032008,01-JAN-11,31-DEC-11,Settled,17062877,61254265,
033025,01-JAN-11,31-DEC-11,Reopened,16381795,32221576,2431679
033028,01-JAN-11,31-DEC-11,As Submitted,19299456,39770344,3720580
033029,01-JAN-11,31-DEC-11,Reopened,17556686,28570538,1331357
033032,01-JUN-11,31-MAY-12,Settled,18587974,32582868,3048836
033034,01-JAN-11,31-DEC-11,Settled,9851983,18529285,1829837
033036,01-JAN-11,31-DEC-11,Settled,13642293,22701257,1443358
033037,01-JUN-11,31-MAY-12,Settled,14629776,27361720,1618753
033302,01-JAN-11,31-DEC-11,Settled,,908403303,524666377
034004,01-JAN-11,31-DEC-11,Settled,19864789,49348752,4206853
034013,01-JUN-11,31-MAY-12,Settled,34338902,114392983,13352300
034020,01-JUL-11,30-JUN-12,Settled,5958125,13515464,
034021,01-JUL-11,30-JUN-12,Settled,58086699,56426662,
034022,01-JAN-11,31-DEC-11,Settled,11028355,26891397,990900
034023,01-JUL-11,30-JUN-12,Settled,10893503,3489306,8024529
034024,01-JAN-11,31-DEC-11,Settled,16311060,42335995,2457255
034025,01-JUL-11,30-JUN-12,Settled,26281951,3485803,24445433
034026,01-JAN-11,31-DEC-11,Settled,14084958,39645860,2724256
034027,01-JUL-11,30-JUN-12,Settled,2410807,2205139,
040001,01-APR-11,31-MAR-12,Settled,23298955,49144035,68248964
040002,01-JAN-11,31-DEC-11,Reopened,26307865,20943428,32769299
040004,01-JAN-11,31-DEC-11,Reopened,155010544,384822772,266391315
040007,01-JUL-11,30-JUN-12,Settled w/Audit,265038590,720013921,321536518
040010,01-JUL-11,30-JUN-12,Settled,143610055,207264121,262537361
040011,01-JUL-11,30-JUN-12,Settled,13953335,11219979,17457662
040014,01-OCT-10,30-SEP-11,Settled w/Audit,102339059,214811891,241959637
040015,01-JAN-11,31-DEC-11,Reopened,19614169,21723516,24116754
040016,01-JUL-11,30-JUN-12,Reopened,470638494,659759439,734021188
040017,01-APR-11,31-MAR-12,Settled,58951117,69884948,107418743
040018,01-JAN-11,31-DEC-11,Reopened,19851011,48629110,79908793
040019,01-OCT-10,30-SEP-11,Settled,21785527,44765734,45849496
040020,01-OCT-10,30-SEP-11,Reopened,198658807,243560251,199301687
040022,01-NOV-10,31-OCT-11,Reopened,183237249,661714266,512499966
040026,01-JUL-11,30-JUN-12,As Submitted,158223244,389061304,323817117
040027,01-JAN-11,31-DEC-11,Settled,131646042,199846160,149490029
040029,01-JAN-11,31-DEC-11,Reopened,104051115,136130139,169252034
040036,01-JAN-11,31-DEC-11,Settled,142286883,323275647,239823143
040039,01-JUL-11,30-JUN-12,Settled,46339803,62461624,69189812
040041,01-SEP-11,31-AUG-12,Settled,56852292,185067266,230271174
040042,01-JAN-11,31-DEC-11,Reopened,50038556,76200794,75039543
040047,01-JAN-11,31-DEC-11,Settled,15460831,12540894,17752091
040050,01-OCT-10,30-SEP-11,Settled w/Audit,28205244,26739373,52417865
040051,01-APR-11,31-MAR-12,Reopened,23152036,16672666,36824173
040055,01-JAN-11,31-DEC-11,Settled,189235731,403463619,399480506
040062,01-JUL-11,30-JUN-12,Settled w/Audit,196033584,375708587,233781619
040067,01-OCT-10,30-SEP-11,Reopened,22591529,16184860,27722541
040069,01-JAN-11,31-DEC-11,Settled,15210946,22758372,35823744
040071,01-JUL-11,30-JUN-12,Reopened,144662118,313919938,297894610
040072,01-JAN-11,31-DEC-11,Reopened,21503498,14621107,39779732
040074,01-JUL-11,11-APR-12,Settled,22395740,24417975,40965555
040076,01-JUL-11,30-JUN-12,Settled w/Audit,18908276,23166868,29004637
040078,01-SEP-11,31-AUG-12,Settled,66654014,367509127,279953628
040080,01-AUG-11,31-JUL-12,Settled,19675035,57160815,73082170
040084,01-JUL-11,30-JUN-12,Settled,65368109,93107983,118262565
040085,01-JAN-11,31-DEC-11,Settled,22250380,61044347,52022329
040088,01-JUL-11,30-JUN-12,Reopened,60919752,197949700,162347677
040091,01-JAN-11,31-DEC-11,Settled,18456968,28952968,32668737
040114,01-JAN-11,31-DEC-11,Settled,373627840,1070735524,433889320
040118,01-OCT-10,31-JUL-11,Settled,72307657,153472592,112113239
040118,01-AUG-11,30-SEP-11,Settled,14571773,30163480,26314025
040119,01-OCT-10,30-SEP-11,Reopened,116388424,222736200,204169988
040132,01-JAN-11,31-DEC-11,Settled,5513540,10436138,1418605
040134,01-OCT-10,30-SEP-11,Settled,99812017,324439163,142983121
040137,01-JUL-11,30-JUN-12,Settled,23094404,45515745,61780965
040147,01-JAN-11,31-DEC-11,Reopened,42135325,92003874,65727595
040152,01-JAN-11,31-DEC-11,Settled,25965672,44329229,50601137
041300,01-JUL-11,30-JUN-12,Reopened,,3087096,7156223
041302,01-JUL-11,30-JUN-12,Settled,11074606,8792255,13175826
041303,01-JUL-11,30-JUN-12,Reopened,,4508251,9488012
041304,01-JAN-11,31-DEC-11,Settled,,2694601,6581541
041305,01-JUL-11,30-JUN-12,Settled,,5529338,10882045
041306,01-JAN-11,31-DEC-11,Settled,7065431,3255111,6002986
041307,01-OCT-10,30-SEP-11,Settled,,3925706,9891097
041308,01-JUL-11,30-JUN-12,Settled,,2271193,7536587
041309,01-JUL-11,30-JUN-12,Settled,,4868627,8719507
041310,01-OCT-10,30-SEP-11,Settled,,12120065,20306674
041311,01-OCT-10,30-SEP-11,Settled,,7915539,25049064
041312,01-JAN-11,31-DEC-11,Settled,18244575,9606567,52227217
041313,01-JUL-11,30-JUN-12,Settled,19998924,10906297,20596748
041314,01-JAN-11,31-DEC-11,Settled,8162425,2383379,7142331
041316,01-JAN-11,31-DEC-11,Settled,8502643,9459222,14033790
041317,01-JAN-11,31-DEC-11,Settled,,2161154,12676867
041318,01-JUL-11,30-JUN-12,Settled w/Audit,,5760278,12632048
041319,01-OCT-10,30-SEP-11,Settled,8433213,9718466,7702143
041320,01-JUL-11,30-JUN-12,Settled,,2121687,13664998
041321,01-JAN-11,31-DEC-11,Settled,16681366,18024500,39571063
041322,01-JUL-11,30-JUN-12,Settled,8953293,6486187,9251665
041323,01-OCT-10,30-SEP-11,Reopened,19657241,12319249,25184693
041324,01-JUL-11,30-JUN-12,Settled,,9503627,33162273
041326,01-JUL-11,30-JUN-12,Settled w/Audit,,8182448,19430081
041327,01-OCT-10,30-SEP-11,Settled,17901840,10615839,14433896
041328,01-APR-11,31-MAR-12,Settled,,9810077,13263286
041329,01-JUL-11,30-JUN-12,Settled,,11393213,28707208
041330,01-JAN-11,31-DEC-11,Settled,13257125,5129456,8776335
041331,01-JAN-11,31-DEC-11,Reopened,12781771,4638063,14463690
042000,01-MAR-11,29-FEB-12,Reopened,14304513,40163538,
042004,01-OCT-10,30-SEP-11,Settled,6219406,17395297,
042006,01-SEP-11,31-AUG-12,Reopened,11152506,38972805,
042008,01-DEC-10,30-NOV-11,Settled,8875200,28887634,7709
042009,01-JUN-11,31-MAY-12,Reopened,17430999,70667954,
042010,01-JUN-11,31-MAY-12,Settled,8246007,21387223,
042011,01-OCT-10,30-SEP-11,Settled,6781093,27830019,
042012,01-JAN-11,31-DEC-11,Settled,12671787,39136565,39195
043026,01-JAN-11,31-DEC-11,Settled,28454836,54179271,18628444
043028,01-JUN-11,31-MAY-12,Settled,14801655,27097769,2915454
043029,01-JAN-11,31-DEC-11,Reopened,13289331,29526508,2058663
043031,01-JAN-11,31-DEC-11,Reopened,16626173,28853603,3058828
043032,01-JAN-11,31-DEC-11,Reopened,11866533,24918193,2121407
043033,01-JAN-11,31-DEC-11,Settled,4673466,7068653,
043034,01-NOV-10,31-OCT-11,Settled,3158209,4747838,
043300,01-JUL-11,30-JUN-12,Reopened,,454551415,218867254
044004,01-JAN-11,31-DEC-11,Settled,21723535,46892386,
044005,01-JAN-11,31-DEC-11,Settled,13966538,36327912,2350657
044006,01-JAN-11,31-DEC-11,Settled,12817040,26152387,
044007,01-JAN-11,31-DEC-11,Settled,17945387,22622950,10324051
044011,01-JUL-11,30-JUN-12,Reopened,48462456,68387989,
044017,01-JUL-11,30-JUN-12,Settled,11178437,21263764,2896427
044019,01-JAN-11,31-DEC-11,Settled,8829969,16545705,1346275
044020,01-JAN-11,31-DEC-11,Settled,11301714,14964164,6439193
050002,01-OCT-10,30-SEP-11,Reopened,141746930,641848103,159963667
050006,01-JUL-11,30-JUN-12,Settled,166471568,355655964,371272974
050007,01-JAN-11,31-DEC-11,Settled w/Audit,365027918,775772269,677068352
050008,01-JAN-11,31-DEC-11,Settled,134981063,421899788,183210008
050009,01-JUL-11,30-JUN-12,Reopened,218114437,635661319,480232950
050013,01-JAN-11,31-DEC-11,Settled,140138294,512951152,236698523
050014,01-JAN-11,31-DEC-11,Reopened,58229555,85010312,108857803
050016,01-JUL-11,30-JUN-12,Settled,55115951,172618709,110006830
050017,01-JUL-11,30-JUN-12,As Submitted,420680729,1765760642,532858398
050018,01-JAN-11,31-DEC-11,Settled,56549685,142602548,48505133
050022,01-MAY-11,30-APR-12,Reopened,311875806,1677144530,585419413
050024,01-JAN-11,31-DEC-11,Settled,99906777,351446224,117548991
050025,01-JUL-11,30-JUN-12,As Submitted,865667727,1535567631,1164175368
050026,01-OCT-10,30-SEP-11,Reopened,469016362,1604872752,744221084
050028,01-JUL-11,30-JUN-12,Settled,42756076,47050250,98781448
050030,01-DEC-10,30-NOV-11,Reopened,122161872,335578510,201303883
050036,01-JUL-11,30-JUN-12,Reopened,244396398,918219135,310283648
050038,01-JUL-11,30-JUN-12,Amended,706402546,1335280256,886831732
050039,01-JUL-11,30-JUN-12,Reopened,310608024,873110994,541981658
050040,01-JUL-11,30-JUN-12,Settled w/Audit,318634327,11007143,24214979
050042,01-JUL-11,30-JUN-12,Settled,66551547,106168182,176084894
050043,01-JAN-11,31-DEC-11,Settled,371469549,1223823954,547358030
050045,01-JUL-11,30-JUN-12,Reopened,111112021,259719939,324376206
050046,01-JAN-11,31-DEC-11,Settled,27049928,51653416,48168484
050047,01-JAN-11,31-DEC-11,Amended,635301995,1829458493,1018316610
050054,01-JUL-11,30-JUN-12,Settled,46799134,102326033,94659810
050055,01-JAN-11,31-DEC-11,Settled w/Audit,122560776,378829301,152476279
050056,01-JUL-11,30-JUN-12,Settled w/Audit,312482278,883210667,369469475
050057,01-JUL-11,30-JUN-12,Settled,373031505,926288139,580040833
050058,01-JUL-11,30-JUN-12,Reopened,189634463,705734864,240293530
050060,01-SEP-11,31-AUG-12,Reopened,672691933,1996833083,835097954
050063,01-JAN-11,31-DEC-11,Settled,189732703,833410424,223518666
050067,01-JUL-11,30-JUN-12,Settled,47686919,62833960,123616693
050069,01-JUL-11,30-JUN-12,Settled,471785522,1033644435,967243385
050070,01-JAN-11,31-DEC-11,Reopened,219957748,1327889,2450015
050071,01-JAN-11,31-DEC-11,Settled,638048576,5037082,9288206
050072,01-JAN-11,31-DEC-11,Reopened,498082684,2507478,6590876
050073,01-JAN-11,31-DEC-11,Reopened,384484742,2920546,4132863
050075,01-JAN-11,31-DEC-11,Settled,667318060,4887474,6443889
050076,01-JAN-11,31-DEC-11,Reopened,416086555,3924796,4096738
050077,01-OCT-10,30-SEP-11,Reopened,534459929,1870409399,487790449
050078,01-JAN-11,31-DEC-11,Settled,142866182,643564002,196517067
050079,01-JAN-11,31-DEC-11,Settled,144574596,451788195,239294128
050082,01-JUL-11,30-JUN-12,Settled w/Audit,224408884,741537005,240849143
050084,01-JUL-11,30-JUN-12,Settled,357152185,1224378215,682390882
050089,01-JUL-11,30-JUN-12,Settled,177730834,647554731,155784496
050090,01-JUL-11,30-JUN-12,Settled,47675289,81513908,94836851
050091,01-JAN-11,30-MAY-11,Settled,11549370,55947294,40815582
050091,31-MAY-11,31-DEC-11,Settled,15608109,67669902,54520498
050093,01-JUL-11,30-JUN-12,Settled,365996646,1094486246,613441213
050096,01-JAN-11,31-DEC-11,Settled,9566957,29289247,10389522
